,adm2_code,iso_a2,name,code_local,region,latitude_deg,longitude_deg,dst_offset_minutes,max_carbon_monoxide_ppm_x10,min_carbon_monoxide_ppm_x10,avg_carbon_monoxide_ppm_x10,max_sulfur_dioxide_ppb,min_sulfur_dioxide_ppb,avg_sulfur_dioxide_ppb,max_nitrogen_dioxide_ppb,min_nitrogen_dioxide_ppb,avg_nitrogen_dioxide_ppb,max_ozone_ppm_x1000,min_ozone_ppm_x1000,avg_ozone_ppm_x1000,max_particulate_matter_2p5_ugpm3_x10,min_particulate_matter_2p5_ugpm3_x10,avg_particulate_matter_2p5_ugpm3_x10,max_particulate_matter_10_ugpm3,min_particulate_matter_10_ugpm3,avg_particulate_matter_10_ugpm3,max_particulate_matter_1_ugpm3,min_particulate_matter_1_ugpm3,avg_particulate_matter_1_ugpm3,date,fips
64397,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,13.51,1,1.84,8.25,0.05,2.12,26.85,0.05,5.72,114.41,1.59,65.15,2068.78,5.33,168.62,287.78,0.98,23.76,180.28,0.12,13.84,5/1/2014,12125
64398,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,5.93,1,1.43,5.49,0.05,1.51,26.79,0.05,6.07,114.88,4.56,54.3,1409.6,2.94,204.9,195.71,0.15,27.41,121.18,0.06,14.84,6/1/2014,12125
64399,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,3.9,1,1.41,5.11,0.05,1.5,28.56,0,5.73,116.63,1.22,52.75,786.94,3.71,205.27,106.24,0.1,26.22,64.64,0.07,13.08,7/1/2014,12125
64400,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,3.86,1,1.34,4.42,0.05,1.21,23.28,0.05,5.35,110.73,6.37,50.71,448.26,30.88,147.48,55.24,3.82,19.51,29.07,1.93,9.8,8/1/2014,12125
64401,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.95,1,1.14,6.28,0.05,1.98,21.31,0.05,6,90.81,3.42,43.41,552.43,4.97,135.13,77.94,0.97,17.91,47.36,0.02,9.22,9/1/2014,12125
64402,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,4.97,1,1.65,7.66,1,2.53,47.53,0.05,7.32,103.11,0.15,51.1,413.18,0,91.55,58.26,0,12.94,35.81,0,7.76,10/1/2014,12125
64403,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,3.12,1,1.56,7.56,1,2.62,24.58,1,5.76,79.25,2.07,44.21,319.68,0,88.73,45.54,0,12.78,26.72,0,7.15,11/1/2014,12125
64404,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,6.78,1,1.76,7.41,0.08,2.86,27.33,1.03,7.46,65.66,1.11,33.87,676.14,0,110.29,92.18,0,15.64,59.79,0,9.18,12/1/2014,12125
64405,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,4.96,1,1.93,8.7,0.16,2.6,26.91,0.98,6.56,75.88,1.37,37.25,1023.53,0,144.61,142.3,0,20.52,89.29,0,12.02,1/1/2015,12125
64406,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,12.9,1,2.1,7.78,0.05,2.4,25.8,1,5.63,84.22,6.31,46.57,3296.95,0,172.89,460.5,0,24.62,285.85,0,14.49,2/1/2015,12125
64407,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,9.64,1,2.1,7.23,0.08,2.28,38.99,0.03,6.24,103.87,0.1,51.98,1590.48,0,191.8,220.47,0,27.37,138.33,0,15.75,3/1/2015,12125
64408,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,5.78,1,1.6,6.36,0.05,1.82,24.2,0.05,5.12,104.11,4.18,56.78,871.26,1.37,136.72,118.71,0.07,19.41,76.26,0.02,10.46,4/1/2015,12125
64409,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,8,1,1.46,6.09,0.05,1.9,23.62,0.05,4.9,107.78,2.95,63.59,1956.69,5.81,161.97,269.78,1.09,22.22,165.3,0.12,12.03,5/1/2015,12125
64410,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,3.01,1,1.21,5.53,0.03,1.59,30.33,0.03,5.31,109.21,3.19,53.92,516.6,0,169.39,71.12,0,21.71,43.09,0,10.29,6/1/2015,12125
64411,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,4.84,1,1.31,4.26,0.03,1.23,20.24,0.05,5.23,100.45,7.4,54.89,949.22,0,205.32,131.35,0,25.97,80.99,0,12.2,7/1/2015,12125
64412,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.99,1,1.36,4.5,0.03,1.45,22.95,0.03,5.68,110.55,1.73,51.36,506.71,11.39,161.98,58.82,2.01,20.92,28.96,1,10.42,8/1/2015,12125
64413,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.97,1,1.24,6.37,0.05,1.82,23.94,0.05,5.67,101.46,4.46,49.51,469.45,0.83,114.55,63.06,0.12,15.55,36,0.06,8.21,9/1/2015,12125
64414,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.97,1,1.24,6.68,0.05,1.97,28.19,0.07,4.97,107.96,5.36,53.56,403.74,0.36,70.93,57.71,0.02,10.35,33.16,0.01,5.6,10/1/2015,12125
64415,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.93,1,1.2,7.4,0.08,2.55,34.75,0.05,5.65,86.87,3.61,45.46,227.03,0,70.45,32.28,0,10.58,19.55,0,5.18,11/1/2015,12125
64416,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,3.97,1,1.36,8.71,0.12,3.06,55.6,1,7,79.17,0.07,40.25,331.89,0,90.79,46.05,0,13.41,28.4,0,6.74,12/1/2015,12125
64417,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,13.99,1,2.16,10.66,0.08,2.6,46.21,0.09,6.72,75.82,0,38.7,2780.43,0,174.34,387.5,0,24.74,241.74,0,14.66,1/1/2016,12125
64418,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,13.73,1,2.19,7.78,0.05,2.23,51.65,0.07,6.63,96.84,3.2,52.84,3224.46,0,191.57,450.17,0,27.09,280.23,0,16.15,2/1/2016,12125
64419,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,12.31,1,1.95,8.07,0.05,1.87,28.18,0.05,5.11,95.16,5.04,55.61,2067.09,0.05,161.4,287.54,0.01,22.98,179.45,0,13.39,3/1/2016,12125
64420,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,4.02,1,1.68,6.2,0.03,1.95,28.94,0,4.57,105.95,9.07,67.43,437.26,0.84,127.05,61.07,0,18.56,38.01,0,9.91,4/1/2016,12125
64421,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.99,1,1.51,5.28,0.03,1.6,19.24,0.03,4.4,114.93,8.51,66.95,629.56,4.67,125.26,88.47,0.41,17.73,53.8,0.26,10.28,5/1/2016,12125
64422,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,9.93,1,1.51,6.11,0.03,1.48,25.5,0.03,4.93,114.71,1.84,58.85,2288.95,11.1,190.64,320.05,1.18,26,198.2,1.09,13.69,6/1/2016,12125
64423,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.93,1,1.15,4.24,0.03,1.28,49.39,0.03,5.52,103.14,0.34,46.47,343.74,17.42,142.72,46.26,2.59,18.71,26.23,1.08,8.91,7/1/2016,12125
64424,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.97,1,1.15,4.09,0.03,1.45,20.62,0.03,5.29,91.98,7.39,45.93,895.02,0.17,160.73,123.35,0.03,20.84,74.32,0,10.12,8/1/2016,12125
64425,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,3.13,1,1.25,4.61,0.05,1.83,33.25,0.05,6.06,95.31,2.22,47.68,535.86,12.09,128.01,67.91,1.93,17.63,34.64,0.97,9.27,9/1/2016,12125
64426,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,7.96,1,1.31,9.62,0.05,2.18,69.62,0.98,6,100.24,0.26,54.93,1310.17,0,96.64,182.54,0,14.09,113.67,0,7.4,10/1/2016,12125
64427,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,4.02,1,1.56,8.69,0.08,2.68,45.68,1,6.89,85.94,0,45.69,346.1,0,107.85,48.5,0,15.72,30.04,0,8.63,11/1/2016,12125
64428,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,3.88,1,1.45,8.73,0.05,2.46,42.09,0.07,6.48,72.95,1.94,38.23,631.4,0,82.15,88.73,0,11.84,54.75,0,6.68,12/1/2016,12125
64429,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,3.93,1,1.54,6.42,0.05,1.92,28.08,0.98,6,83.14,4.28,45.57,500.88,0,96.01,70.02,0,13.79,43.77,0,7.81,1/1/2017,12125
64430,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,4.82,1,1.87,5.21,0.03,1.83,52.27,0.05,6.43,91.94,3.64,53.74,613.29,0,132.09,83.45,0,18.91,53.99,0,10.78,2/1/2017,12125
64431,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,7,1,1.95,6.2,0.03,1.79,46.72,0.05,5.43,97.13,0.77,59.83,916.51,0,131.08,128.34,0,19.09,79.16,0,10.37,3/1/2017,12125
64432,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,57.16,1,3.39,19.82,0.03,2.81,33.89,0.03,7.64,112.15,2.06,61.59,11176.14,0,615.02,1549.7,0,85.85,973.26,0,52.75,4/1/2017,12125
64433,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,58.58,1,2.82,21.13,0.03,2.23,51.72,0,6.65,169.87,1.82,66.46,10774.13,0.06,498.53,1502.57,0,67.88,936.07,0,39.19,5/1/2017,12125
64434,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.93,1,1.13,5.26,0.05,1.87,30.25,0.05,6.49,104.45,3.8,50.03,522.38,1.84,179.03,65.93,0.26,23.16,31.6,0.14,11.09,6/1/2017,12125
64435,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.93,1,1.18,4.4,0.05,1.71,22.92,0.03,5.87,108.98,9.49,52.61,610.42,41.38,184.7,72.48,6.15,23.52,37.56,3.05,11.12,7/1/2017,12125
64436,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.92,1,1.12,4.51,0.05,1.43,20.96,0.03,5.52,92.72,6.09,45.32,815.7,25.43,167.03,97.73,3.19,21.38,39.76,2.07,10,8/1/2017,12125
64437,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.98,1,1.42,6.39,0.05,1.9,26.72,0.05,6.23,103.13,0.73,52.07,606.38,0,145.07,95.06,0,20.06,45.68,0,9.8,9/1/2017,12125
64438,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,16.76,1,1.41,9.56,0.03,1.87,32.81,0.03,4.47,94.98,0.17,55.45,3138.22,0,148.78,437.04,0,21.16,273.07,0,10.44,10/1/2017,12125
64439,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,5.93,1,1.63,7.44,0.03,2.36,61.01,0.98,7.33,84.85,0.03,46.99,871.33,0,114.26,121.93,0,16.39,75.73,0,9.4,11/1/2017,12125
64440,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,3.01,1,1.47,6.68,0.05,1.99,25.86,1.03,6.18,73.02,2.55,42.36,612.71,0,88.96,85.38,0,12.69,53.22,0,7.45,12/1/2017,12125
64441,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,6.9,1,1.72,6.22,0.05,2.07,24.62,1,5.87,73.98,0.14,42.6,1043.69,0,128.52,145.44,0,18.53,90.42,0,10.24,1/1/2018,12125
64442,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,4.98,1,1.53,6.47,0.03,1.99,30.01,0.05,5.81,81.88,2.38,46.32,989.59,0.2,138.86,138.65,0.01,20.19,85.81,0,10.97,2/1/2018,12125
64443,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,5.97,1,1.95,6.34,0.03,1.6,68,0.05,5.13,102.32,0.18,62.64,1145.92,0,131.98,159.82,0,18.9,98.98,0,10.82,3/1/2018,12125
64444,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,9.03,1,1.82,6.15,0.03,1.57,22.39,0.03,4.24,107.69,9.46,69.04,2001.12,0,176.21,278.47,0,25.18,174.55,0,14.15,4/1/2018,12125
64445,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,3.88,1,1.31,7.19,0.03,2.04,20.84,0.03,5.51,112,5.64,56.79,455.65,0,138.14,63.27,0,19.78,39.51,0,10.44,5/1/2018,12125
64446,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.92,1,1.24,4.51,0.03,1.42,24.88,0.03,5.46,112.39,1.44,50.87,621.89,0,159.5,72.02,0,20.49,33.6,0,10.27,6/1/2018,12125
64447,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.92,1,1.27,5.3,0.03,1.58,24.91,0.03,5.69,108.09,2.46,55.97,593.45,18.09,188.26,67.64,2.44,24.04,33.83,1.24,11.93,7/1/2018,12125
64448,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.92,1,1.12,4.35,0.03,1.63,23.36,0.05,5.67,101.4,3.09,47.1,638.83,0.01,150.03,79.32,0,19.55,37.6,0,9.6,8/1/2018,12125
64449,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2,1,1.12,4.42,0.03,1.86,23.33,0.03,5.49,94.29,7.39,49.09,307.46,0.01,108.08,43.23,0,15.23,25.53,0,8.23,9/1/2018,12125
64450,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2,1,1.13,6.22,0.03,1.9,16.45,0.03,4.51,95.44,13.07,56.12,308.08,0,75.43,38.76,0,11.04,16.82,0,5.28,10/1/2018,12125
64451,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.97,1,1.26,6.5,0.05,1.99,43.4,0.98,5.94,82.92,3.08,48.33,405.63,0,83.25,57.69,0,12.13,34.19,0,6.62,11/1/2018,12125
64452,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,2.93,1,1.27,6.33,0.05,1.9,60.82,1,6.11,77.92,0.67,46.28,241.17,0,69.53,33.92,0,10.31,20.92,0,5.24,12/1/2018,12125
64453,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,2.95,1,1.42,7.35,0.05,2.08,75.78,1,6.76,88.03,3.01,49.26,304.75,0,69.59,43.01,0,10.11,25.96,0,5.52,1/1/2019,12125
64454,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,8.63,1,1.62,6.48,0.03,2.08,65.39,0.15,7.21,88,0.15,48.48,692.38,0.09,130.37,95.03,0.01,18.76,61.13,0,10.35,2/1/2019,12125
64455,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,6.7,1,1.88,5.5,0.03,1.78,30.63,0.05,5.05,104.16,3.09,60.64,402.51,0,116.36,55.82,0,16.73,35.36,0,9.42,3/1/2019,12125
64456,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,4.85,1,1.6,4.58,0.03,1.71,36.89,0.03,4.85,112.19,2.05,65.29,405.18,0,97.95,57.16,0,14.23,34.46,0,7.77,4/1/2019,12125
64457,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,3.95,1,1.45,6.18,0.03,1.69,22.63,0,5.13,110.12,8.77,63.2,584.64,19.35,145.46,81.84,2.91,20.77,50.3,1.92,11.62,5/1/2019,12125
64458,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.99,1,1.23,4.26,0.03,1.23,19.23,0.05,4.37,116.23,12.19,57.6,598.4,8.8,179.31,68.32,1.38,23.54,38.49,0.3,11.38,6/1/2019,12125
64459,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,3.9,1,1.42,4.18,0.03,1.37,23.39,0.07,5.84,105.57,0.09,55.29,689.75,0,234.96,86.47,0,29.53,41.82,0,13.9,7/1/2019,12125
64460,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.93,1,1.23,3.52,0.03,1.11,22.04,0.03,5.41,105.8,5.21,47.16,603.02,29.43,175.3,70.06,4.08,22.7,40.37,2.05,11.05,8/1/2019,12125
64461,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,3.92,1,1.29,5.24,0.03,1.5,22.04,0.05,4.52,113.59,0.73,58.92,417.09,23.16,128.49,57.97,3.18,18.18,36.65,2.01,9.14,9/1/2019,12125
64462,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.97,1,1.09,5.47,0.03,1.79,24.33,0.03,4.81,88.88,0.21,55.88,252.28,0,83.36,34.52,0,12.24,20.69,0,6.01,10/1/2019,12125
64463,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,3,1,1.28,7.66,0.07,2.14,30.97,1,6.06,90.01,0,51.78,261.56,0,70.79,37.64,0,10.28,21.78,0,5.68,11/1/2019,12125
64464,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,3,1,1.14,8.45,0.05,1.98,37.62,0.07,4.88,83.88,1.12,53.98,234.91,0,62.04,32.33,0,9.42,20.54,0,4.32,12/1/2019,12125
64465,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,3.94,1,1.44,6.34,0.03,2.09,32.51,1,6.23,83.84,0.16,50.26,524.62,0,98.56,73.05,0,14.44,46.05,0,7.44,1/1/2020,12125
64466,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,6.86,1,1.59,5.78,0.05,1.78,36.4,0.03,5.29,89.99,0.41,55.57,1115.58,0,105.79,155.47,0,15.37,96.78,0,8.37,2/1/2020,12125
64467,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,27.01,1,2.69,20.02,0.03,2.18,34.57,0.03,6.42,97.71,0.05,57.3,6110.89,0,388.37,853.09,0,54.61,530.69,0,32.98,3/1/2020,12125
64468,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,4.86,1,1.71,5.14,0.03,1.39,26.65,0.03,4.17,107.3,6.46,64.8,553.4,0,137.51,77.45,0,19.57,47.78,0,10.91,4/1/2020,12125
64469,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,3.93,1,1.41,5.07,0.03,1.38,23.13,0,4.21,111.13,7.67,64.82,378.88,0,100.2,51.42,0,14.12,29.63,0,6.99,5/1/2020,12125
64470,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.99,1,1.22,5.12,0.03,1.34,28.74,0.03,5.13,101.29,0.2,53.66,1275.74,0.15,205.49,147.66,0.02,26.91,66.98,0,11.97,6/1/2020,12125
64471,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.95,1,1.21,3.31,0.03,1.12,21.49,0.03,4.67,118.28,0.73,50.32,709.31,21.78,234.08,86.98,2.83,28.83,44.44,1.05,12.75,7/1/2020,12125
64472,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.02,1,1.13,3.16,0.03,1.11,15.18,0,4.82,103.35,10.61,43.62,458.69,20.58,165.8,58.5,3.01,21.23,32.03,1.1,9.55,8/1/2020,12125
64473,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.93,1,1.11,4.34,0.03,1.35,20.29,0.03,4.14,94.03,2.37,49.73,449.9,37.62,131.51,56.97,5.11,18.27,31.87,2.98,8.21,9/1/2020,12125
64474,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.97,1,1.26,4.33,0.05,1.69,46.59,0.05,4.76,97.23,1.31,54.73,286.77,0,85.5,40.52,0,12.5,24.37,0,6.14,10/1/2020,12125
64475,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.02,1,1.16,5.14,0.07,1.83,30.97,0.98,4.48,79.97,6.85,53.01,178.54,0.17,67.83,33.92,0.02,10.47,15.65,0,4.32,11/1/2020,12125
64476,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,3,1,1.5,6.49,0.05,2.27,37.29,0.98,6.72,83.07,0.47,42.32,255.81,0,67.89,36.22,0,9.8,22.52,0,5.51,12/1/2020,12125
64477,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,7.73,1,1.52,5.33,0.05,1.88,39.87,1,5.25,81.92,1.09,48.15,799.67,0,80.99,109.74,0,11.68,70.24,0,6.53,1/1/2021,12125
64478,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,9.95,1,1.84,7.02,0.03,2.05,45.65,0.05,6.87,93.19,0.06,45.85,2119,0,175.69,294.35,0,24.98,184.41,0,14.59,2/1/2021,12125
64479,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,19.46,1,1.89,11.34,0.03,1.84,31.7,0.05,5.47,100.23,1.42,56,4461.6,0,184.62,622.76,0,26.46,387.28,0,15.09,3/1/2021,12125
64480,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,6.75,1,1.81,5.24,0.03,1.62,18.21,0.05,4.71,108.96,3.73,60.96,887.96,0.12,159.47,124.27,0.01,22.51,77.14,0,13.01,4/1/2021,12125
64481,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.01,1,1.32,4.22,0,1.43,16.38,0,3.65,113.97,14.78,66.52,373.38,3.26,103.15,52.66,0.17,14.96,30.76,0.12,8.04,5/1/2021,12125
64482,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2,1,1.17,4.21,0.03,1.33,21.57,0.05,4.39,103.05,4.79,52.11,617.26,34.21,194.99,70.18,4.88,25.34,38.35,2.91,11.67,6/1/2021,12125
64483,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.97,1,1.24,3.21,0.03,1.05,20.61,0.05,5.23,93.04,5.29,44.97,702.11,23.06,210.09,83.5,3.02,26.78,33.59,1.99,12.4,7/1/2021,12125
64484,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.02,1,1.15,3.19,0.03,1.11,18.24,0.05,4.83,96.43,11.18,44.09,762.7,15.2,218.17,90.03,2.16,27.41,34.89,1.08,12.19,8/1/2021,12125
64485,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.95,1,1.52,4.29,0.03,1.67,20.1,0.05,5.45,105.19,4.22,53.26,770.85,0,137.32,89.76,0,18.16,31.01,0,9.56,9/1/2021,12125
64486,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.99,1,1.27,5.19,0.03,1.87,18.57,0.05,4.99,93.39,9.89,54.97,564.1,0,77.86,79.57,0,11.05,48.75,0,6.07,10/1/2021,12125
64487,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,3,1,1.42,5.74,0.08,2.12,23.36,1,5.82,85.74,0.07,48.45,309.67,0,69.23,43.82,0,10.12,26.88,0,5.49,11/1/2021,12125
64488,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,3.9,1,1.3,7.68,0.05,2.04,23.57,1.01,5.9,85.11,0.24,44.5,265.64,0,68.03,37.82,0,9.86,23.24,0,5.5,12/1/2021,12125
64489,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,12.79,1,1.95,8.59,0.08,2.17,38.91,0.05,6.04,84.92,0.01,45.43,2037.52,0,198.29,284.88,0,28,176.85,0,16.81,1/1/2022,12125
64490,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,25.7,1,2.17,10.48,0.03,2.23,50.02,0.07,6.85,93.99,0.05,48.57,4546.75,0,218.09,634.83,0,30.85,394.59,0,18.36,2/1/2022,12125
64491,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,5.84,1,1.66,5.44,0.05,1.63,40.16,0.05,4.94,109.94,4.75,60.01,999.06,0,142.92,139.88,0,20.56,86.58,0,11.54,3/1/2022,12125
64492,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,6.83,1,1.55,5.29,0.03,1.62,29.71,0.03,4.58,110.07,1.32,61.15,1169.32,0,142.01,163.24,0,20.49,101.18,0,11.22,4/1/2022,12125
64493,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,6.68,1,1.39,5.42,0.03,1.5,22.92,0.03,4.67,104.7,5.56,58.65,1387.22,0,151.9,193.2,0,21.04,120.23,0,11.25,5/1/2022,12125
64494,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,3.86,1,1.34,4.15,0.03,1.4,21.63,0.03,4.58,110.44,3.53,60.06,850.34,5.07,160.9,118.37,1.04,21.65,73.82,0.08,11.62,6/1/2022,12125
64495,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.93,1,1.15,3.26,0.03,1.24,21.73,0.05,5.57,87.04,4.27,45.12,483.98,0.11,152.66,67.5,0.01,19.93,30.78,0,9.31,7/1/2022,12125
64496,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,3.93,1,1.28,3.21,0.03,1.3,22.17,0.05,6.52,102.14,0.38,44.04,752.17,3.68,189.52,92.77,0.11,24.28,32.99,0.08,11.59,8/1/2022,12125
64497,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.95,1,1.2,4.36,0.03,1.55,21.52,0.03,5.19,97.46,1.68,50.61,420.8,0,103.81,59.68,0,14.38,35.82,0,7.73,9/1/2022,12125
64498,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.95,1,1.3,5.32,0.03,1.98,27.25,0.05,5.81,104.31,1.59,54.63,240.16,0,69.21,34.31,0,9.93,20.6,0,5.65,10/1/2022,12125
64499,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,2.99,1,1.12,6.39,0.05,2.07,33.28,0.05,4.68,88.9,0.04,52.83,302.98,0,77.9,46.05,0,11.86,26.36,0,5.35,11/1/2022,12125
64500,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,3.94,1,1.38,7.41,0.05,2.15,37.45,1,6.37,76.63,0.23,40.67,413.36,0,89.86,59.48,0,12.95,33.68,0,7.29,12/1/2022,12125
64501,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,7.01,1,1.73,7.4,0.07,2.18,52.14,0.03,6.88,89.69,0.01,47.18,1405.57,0,164.72,196.51,0,23.17,121.9,0,14.01,1/1/2023,12125
64502,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,15.89,1,1.73,7.7,0.03,1.78,43.32,0.03,5.65,104.57,4.1,56.71,4328.2,0,221.23,604.26,0,31.4,376.06,0,18.52,2/1/2023,12125
64503,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,6.8,1,1.51,5.23,0.03,1.55,19.48,0.03,4.01,104.05,4.26,64.17,1307.46,0,115.08,182.49,0,16.66,113.12,0,9.21,3/1/2023,12125
64504,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,4.88,1,1.26,6.34,0.03,1.47,37.73,0.05,4.01,108.13,1.2,64.21,411.8,0,103.59,57.21,0,15.28,35.79,0,7.73,4/1/2023,12125
64505,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,3.91,1,1.54,5.14,0.03,1.43,25.99,0.05,4.07,113.3,3.81,69.63,370.87,0.02,120.72,51.78,0,17.3,31.72,0,9.69,5/1/2023,12125
64506,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,5.88,1,1.57,4.31,0.03,1.04,24.29,0.03,4.23,117.94,7.21,61.76,1041.14,20.02,171.13,145.66,3,23.7,90.29,1.97,12.44,6/1/2023,12125
64507,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,3,1,1.43,4.33,0.03,0.93,27.53,0.05,4.64,106.58,12.64,52.48,582.58,0,171.06,78.29,0,22.11,46.55,0,11.35,7/1/2023,12125
64508,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,3,1,1.46,3.31,0.03,1.06,23.38,0.03,4.74,107.43,2.16,54.3,604.89,22.29,150.15,71.85,2.97,19.96,25.17,1.05,9.74,8/1/2023,12125
