,adm2_code,iso_a2,name,code_local,region,latitude_deg,longitude_deg,dst_offset_minutes,max_carbon_monoxide_ppm_x10,min_carbon_monoxide_ppm_x10,avg_carbon_monoxide_ppm_x10,max_sulfur_dioxide_ppb,min_sulfur_dioxide_ppb,avg_sulfur_dioxide_ppb,max_nitrogen_dioxide_ppb,min_nitrogen_dioxide_ppb,avg_nitrogen_dioxide_ppb,max_ozone_ppm_x1000,min_ozone_ppm_x1000,avg_ozone_ppm_x1000,max_particulate_matter_2p5_ugpm3_x10,min_particulate_matter_2p5_ugpm3_x10,avg_particulate_matter_2p5_ugpm3_x10,max_particulate_matter_10_ugpm3,min_particulate_matter_10_ugpm3,avg_particulate_matter_10_ugpm3,max_particulate_matter_1_ugpm3,min_particulate_matter_1_ugpm3,avg_particulate_matter_1_ugpm3,date,fips
64509,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,3.94,1,1.54,4.26,0.03,1.54,24.04,0.05,5.04,109.26,2.85,61,337.94,0,89.2,47.97,0,12.88,29.02,0,7.15,9/1/2023,12125
64510,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,4.88,1,1.59,5.42,0.03,1.64,32.83,0.1,4.94,97.38,0.66,60.04,340.96,0,80.54,47.82,0,11.77,27.93,0,6.22,10/1/2023,12125
64511,USA-12125,US,Union,12125,FL,30.045697,-82.389336,-60,3.93,1,1.38,6.13,0.05,1.9,31.09,0.98,4.96,97.31,0.22,53.93,319.01,0,74.14,44.62,0,10.94,27.17,0,5.67,11/1/2023,12125
64512,USA-12125,US,Union,12125,FL,30.045697,-82.389336,0,2.93,1,1.3,7.2,0.05,1.97,24.22,1,4.69,81.01,2.61,51.69,307.81,0,67.32,43.14,0,10.04,25.49,0,4.98,12/1/2023,12125
64513,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,5.37,1,1.84,15.04,1.07,4.52,55.46,1.12,9.61,78,3.19,44.62,1134.36,0,129.62,158.21,0,18.51,98.65,0,10.71,1/1/2010,12127
64514,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,8.36,1,2.07,18.3,1,4.19,49.74,1.07,8.5,92.91,3.44,51.69,776.64,0,117.52,109.14,0,16.88,66.86,0,9.61,2/1/2010,12127
64515,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,10.15,1,2.23,15.75,1,3.86,36.14,1,7.89,105.24,2.75,63.88,1571.41,7.03,167,220.23,0.62,23.81,135.96,0.31,13.78,3/1/2010,12127
64516,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,4.07,1,1.77,16.08,0.31,3.45,37.7,1,6.95,118.18,9.76,74.28,310.69,4.97,135.73,43.77,0.56,19.63,26.6,0.31,10.75,4/1/2010,12127
64517,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,3.56,1,1.29,9.61,1,3.04,40.09,0.31,6.79,108.13,15.2,64.02,372.29,10.98,123.98,51.26,1.46,17.74,31.67,0.7,9.27,5/1/2010,12127
64518,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,3.12,1,1.3,9.44,1,3.36,42.38,0.81,7.88,110.83,14.59,58.2,888.39,0.12,162.98,122,0,22.23,70.44,0,11.68,6/1/2010,12127
64519,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.43,1,1.19,9.24,1,3.07,32.78,0.19,7.99,118.7,8.69,52.83,554.89,1.23,185.71,75.63,0.12,24.93,44.12,0.12,11.56,7/1/2010,12127
64520,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,3.73,1,1.14,8.36,0.31,3.06,31.72,0.12,8.15,112.2,8.72,50.02,700.19,34.16,204.71,97.86,4.88,26.19,59.83,2.39,12.5,8/1/2010,12127
64521,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,3.19,1,1.24,10.75,1,3.24,36.57,0.57,7.66,109.63,5.94,61.18,403.47,20.41,116.02,53.33,2.82,16.58,30.38,1.38,8.43,9/1/2010,12127
64522,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,10.57,1,1.58,19.24,1,4.42,59,1,10.06,115.5,2.19,65.06,2272.27,3.27,119.02,319.66,0.25,17.07,196.15,0.12,9.83,10/1/2010,12127
64523,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,3.31,1,1.29,16.46,1,4.26,45.11,0.31,7.89,92.62,2.88,55.59,209.97,0,64.13,29.5,0,9.51,18.43,0,4.82,11/1/2010,12127
64524,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,3.81,1,1.58,19.91,1,5.14,42.45,1,9.49,78.43,0,42.34,410.78,0,69.64,57.5,0,9.95,35.5,0,5.78,12/1/2010,12127
64525,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,4.42,1,1.74,15.94,1.07,4.3,67.22,1.12,8.73,88.79,1.38,47.96,481.35,0,84.11,67.78,0,12.11,41.94,0,6.82,1/1/2011,12127
64526,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,12.27,1,2.15,17.66,1,4.56,46.21,1,9.83,103.91,2.52,53.33,3298.83,0,237.53,462.82,0,33.81,285.41,0,19.84,2/1/2011,12127
64527,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,6.31,1,2.03,15.62,1,3.81,63.89,0.19,8.45,110.13,2.19,64.75,1146.02,7.89,158.61,161.06,1.27,23.32,98.58,0.83,12.11,3/1/2011,12127
64528,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,4.27,1,1.61,13.45,1,3.48,40.52,0.07,7.24,118.72,7.8,65.16,329.45,0,108.9,46.39,0,15.6,27.07,0,8.61,4/1/2011,12127
64529,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,14.22,1,2.02,8.8,0.31,2.99,25.3,0.81,6.03,242.88,21.81,80.79,783.47,0,144.53,105.55,0,20.41,68.43,0,11.81,5/1/2011,12127
64530,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,4.81,1,1.48,10.48,0.31,3.13,35.56,0.12,7.3,180.15,2.32,63.92,695.88,6.84,207.73,96.58,1.12,28.04,59.22,0.5,15.17,6/1/2011,12127
64531,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.13,1,1.12,10.24,0.31,3.16,34.81,0.31,8.72,106.21,10.25,49.09,604.42,0,177.39,76.55,0,22.98,28.16,0,10.49,7/1/2011,12127
64532,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.76,1,1.29,7.75,0.31,2.99,26.7,0.31,7.8,124.14,13.42,58.61,476.69,5.88,220.49,60.1,0.69,28.13,32.67,0,13.78,8/1/2011,12127
64533,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,5.82,1,1.26,10.75,1,3.51,55.38,0,9.08,120.56,5,52.6,887.81,2.65,111.78,124.62,0.39,15.53,76.51,0.19,8.49,9/1/2011,12127
64534,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,4.6,1,1.22,14.17,0.31,3.52,38,1,7.83,96.07,3.12,59.54,417.77,0,94.32,57.68,0,14.26,36.59,0,6.45,10/1/2011,12127
64535,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.88,1,1.15,10.57,0.31,3.33,37.56,0.31,6.3,89.69,11.01,56.09,291.66,0,72.69,42.7,0,11.51,22.51,0,4.38,11/1/2011,12127
64536,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,3.19,1,1.33,18.62,1,4,32.35,1,7.84,76.86,2.19,47.84,228.7,0,71.62,32.35,0,10.92,19.46,0,4.92,12/1/2011,12127
64537,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,4.13,1,1.62,17.63,1,4.71,52.48,1,11.13,80.19,0,45.26,374.26,0,87.2,53.02,0,12.48,32.64,0,7.21,1/1/2012,12127
64538,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,3.63,1,1.75,12.02,1,3.7,58.86,1,8.63,92.71,8.43,52.16,512.28,0,109.26,71.33,0,15.88,44.53,0,8.62,2/1/2012,12127
64539,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,3.32,1,1.51,11.6,1,3.42,58.87,0.19,7.37,97.67,5.78,60.11,327.28,0,105.01,46.08,0,15.81,28.35,0,7.53,3/1/2012,12127
64540,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,4.45,1,1.63,12,1,3.28,31.13,0.38,6.76,138.2,13.36,70.75,529.82,12.11,119.94,73.15,1.62,17.28,46.16,1,9.44,4/1/2012,12127
64541,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.94,1,1.36,11.73,0.31,2.98,36.21,0.19,7,120.49,8.85,67.49,412.96,22.12,143.89,57.86,2.9,20.2,35.08,1.55,10.69,5/1/2012,12127
64542,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.44,1,1.26,8.31,0.31,2.71,26.35,0.31,6.54,128.62,10.51,60.19,676.87,0.37,200.31,84.07,0,26.2,29.2,0,11.63,6/1/2012,12127
64543,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.24,1,1.19,9.31,1,3.1,36.7,0.19,8.47,99.9,6.51,50.18,496.78,1.1,208.63,74.45,0.12,27.04,35.01,0,12.19,7/1/2012,12127
64544,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.19,1,1.05,7.31,1,2.76,31.08,0.12,7.7,89.69,8.25,46.75,484.63,0,213.62,60.05,0,26.5,30.3,0,11.28,8/1/2012,12127
64545,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.19,1,1.16,10.17,0.31,3.06,31.99,0.31,7.88,102.74,5.75,57.55,349.39,15.91,107.66,49.01,2.14,15.29,29.7,0.93,7.84,9/1/2012,12127
64546,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.69,1,1.21,10.61,0.31,3.09,26.85,1,6.93,104.7,3.44,57.38,403.53,0,92.97,57.13,0,13.83,34.26,0,6.44,10/1/2012,12127
64547,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,3.25,1,1.42,16.09,0.31,3.94,40.26,1,7.86,99.5,5.63,54.55,288.17,1.61,80.08,40.78,0.19,11.85,24.14,0.12,6.03,11/1/2012,12127
64548,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,3.93,1,1.4,15.91,1,4.37,54.29,1,8.91,76.12,2.07,45.41,281.59,0,77.61,40.13,0,11.41,23.88,0,6,12/1/2012,12127
64549,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,9.77,1,1.66,16.52,1,3.84,54.63,1,8.93,82.6,3.3,46.9,1618.79,0,123.83,226.04,0,18.09,140.16,0,9.68,1/1/2013,12127
64550,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,3.19,1,1.71,12.52,1,3.67,45.85,1,7.76,95.67,6.32,58.44,317.82,0,89.03,43.92,0,12.75,27.95,0,7.12,2/1/2013,12127
64551,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,5.5,1,2.07,12.35,1,3.6,44.16,0.31,7.37,111.44,3.63,66.97,697.06,0,114.45,96.8,0,16.37,60.93,0,9.46,3/1/2013,12127
64552,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,4.09,1,1.34,9.58,1,2.73,29.34,0.31,5.91,97.43,9.9,61.71,287.06,1.38,120.5,39.64,0,17.87,24.85,0,8.82,4/1/2013,12127
64553,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.26,1,1.35,8.56,1,2.74,29.07,1,6.17,111.76,3.44,67.48,361.96,17.62,104.82,50.33,2.44,15.49,31.04,1.62,7.73,5/1/2013,12127
64554,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.12,1,1.1,8.55,1,2.83,29.49,0.19,7.03,101.99,5.69,49.86,490.9,1.85,191.87,62.77,0.25,25.24,24.63,0.12,10.63,6/1/2013,12127
64555,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.26,1,1.09,8.37,0.31,2.63,38.06,0,7.05,110.36,8.16,46.39,646.9,67.7,240.83,72,9,29.61,35.94,4.31,12.32,7/1/2013,12127
64556,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.19,1,1.09,8.93,0.31,2.51,35.81,0,6.74,108.99,9.55,51.04,531.49,4.43,146.28,69.31,0.69,19.05,30.36,0.26,8.61,8/1/2013,12127
64557,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.81,1,1.14,10.05,0.31,2.81,31.66,0,6.91,102.56,5.09,57.44,237.38,0,86.28,33.55,0,12.52,18.8,0,6.13,9/1/2013,12127
64558,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,3.07,1,1.17,12.24,0.31,3.29,48.59,1,7.89,97.88,6.32,55.8,262.81,0,69.44,36.52,0,10.05,21.26,0,5.46,10/1/2013,12127
64559,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.57,1,1.09,14.19,0.31,2.81,28.25,0.19,4.9,74.81,2.75,55.09,228.44,0,86.12,34.28,0,13.96,18.38,0,4.72,11/1/2013,12127
64560,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,4.6,1,1.27,17.35,1,4.1,62.56,1,8.45,71,3.69,42.75,552.89,0,92.4,77.21,0,13.76,48.18,0,6.75,12/1/2013,12127
64561,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,2.31,1,1.43,10.01,1.12,3.63,28.08,1.19,7.14,72.31,7.17,44.72,277.82,0,83.97,39.64,0,12.32,22.88,0,6.47,1/1/2014,12127
64562,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,6.69,1,1.85,14.98,1,3.93,53.34,1,9.94,94.36,0.47,44.7,544.84,0,125.64,76.45,0,18.05,47.11,0,10.28,2/1/2014,12127
64563,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,5.67,1,1.9,11.72,1,3.04,42.37,0.88,6.88,101.62,3.97,60.58,649.72,0,113.8,89.94,0,16.57,56.76,0,8.92,3/1/2014,12127
64564,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,3.38,1,1.5,11.83,0.19,3.01,40.9,0.07,6.77,105.3,7.86,64.93,401.61,0,118.19,56.49,0,17.19,33.78,0,9.02,4/1/2014,12127
64565,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,3.19,1,1.5,12.76,0.31,2.85,36.26,1,6.81,119.05,12.52,70.58,404.38,0.4,127.78,56.73,0.07,18.15,34.98,0.07,10.03,5/1/2014,12127
64566,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.19,1,1.14,7.63,0.19,2.79,40.68,0.07,7.23,108.63,6.81,61.21,422.14,7.58,151.57,49.8,1,19.7,28.91,0.88,9.6,6/1/2014,12127
64567,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.57,1,1.14,6.56,0.31,2.57,24.31,0.12,6.57,112.85,14.17,57.51,580.14,0.47,177.86,70.11,0.07,22.49,31.75,0.07,10.61,7/1/2014,12127
64568,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.48,1,1.16,7.5,0.31,2.54,31.85,0.07,7.34,112.36,6.24,55.33,459.14,2.99,146.07,61.46,0.37,19.14,36.91,0.25,8.89,8/1/2014,12127
64569,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.19,1,1.07,8.7,0.43,2.84,30.98,0.12,7.69,87.81,6.31,45.57,739.81,18.7,135.86,84.14,2.56,17.65,36.03,1.19,8.46,9/1/2014,12127
64570,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,3,1,1.31,12.53,0.31,3.46,42.1,0.31,8.96,106.49,4.5,61.38,211.53,0,69.28,29.68,0,9.91,18.7,0,5.68,10/1/2014,12127
64571,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,3.19,1,1.33,9.61,0.31,3.51,29.49,0,6.67,88.31,6.02,50.57,260.61,2.06,77.31,36.72,0.24,11.46,21.65,0.12,5.85,11/1/2014,12127
64572,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,4.38,1,1.58,17.97,1,4.53,45.14,1.07,10.2,71.19,1.38,36.77,311.46,1.22,86.64,43.33,0.12,12.59,27.33,0.12,6.85,12/1/2014,12127
64573,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,4.18,1,1.59,14.04,1,3.47,34.49,1,7.72,74.93,0.69,42.73,517.23,0,98.39,71.02,0,14.45,45.54,0,7.49,1/1/2015,12127
64574,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,3.44,1,1.72,11,1,3.03,44.7,1,6.45,80.57,4.38,52.2,381.9,0,97.14,53.53,0,14.3,32.89,0,7.47,2/1/2015,12127
64575,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,3.36,1,1.51,8.24,0.31,2.73,29.02,1,6.29,99.35,13.71,56.79,322.24,1.58,102.04,45.24,0.19,15,28.16,0.19,7.75,3/1/2015,12127
64576,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.31,1,1.44,8.85,0.31,2.8,26.51,0.07,6.86,108.93,15.28,60.29,338.6,0,120.89,45,0,17.15,25.21,0,8.98,4/1/2015,12127
64577,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.31,1,1.2,10.25,0.19,2.32,29.47,0.31,5.41,116.05,14.73,65.37,507.76,0.25,102.74,60.95,0,14.46,30.69,0,7.16,5/1/2015,12127
64578,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2,1,1.08,7.93,1,2.67,28.87,0.19,7.3,98.3,8.37,55.48,415.31,1.58,127.76,53.22,0.25,16.74,30.18,0.19,8.19,6/1/2015,12127
64579,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.12,1,1.11,6.88,0.5,2.45,25.39,0.07,6.72,109.54,15.59,57.09,474.2,1.11,172.61,62.71,0.12,21.85,34.26,0.07,9.87,7/1/2015,12127
64580,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.5,1,1.18,5.87,0.31,2.38,27.46,0.07,7.38,113.06,10.94,54.94,879.79,0.36,173.21,103.58,0,22.08,39.16,0,10.3,8/1/2015,12127
64581,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.12,1,1.13,8.12,0.31,2.75,30.51,0.19,8.02,105.5,4.13,50.13,365.98,2.15,115.1,46.07,0.19,15.3,24.2,0.19,7.67,9/1/2015,12127
64582,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,4.06,1,1.22,9.49,0.31,2.73,42.09,0.31,6.96,105.82,7.01,57.93,444.22,3.57,76.8,62.59,0.45,11.53,38.5,0.26,5.54,10/1/2015,12127
64583,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.19,1,1.12,11.22,0.31,2.85,34.41,1,6,84.01,6.99,50.45,265.6,0,66.38,37.18,0,10.48,22.61,0,4.06,11/1/2015,12127
64584,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,2.19,1,1.09,9.71,0.31,3.22,39.14,0.31,6.79,78.3,13.72,46.25,230.07,0,77.65,33.95,0,12.06,15.94,0,4.86,12/1/2015,12127
64585,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,4.38,1,1.66,13.62,1,3.39,64.29,1,8.13,74.81,0,42.63,290.06,0,81.29,42.59,0,12.1,25.48,0,6.09,1/1/2016,12127
64586,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,4,1,1.7,10.19,1,3.04,70,1,7.8,95.06,0,56.43,376.47,0,84.17,52.61,0,12.45,32.68,0,6.37,2/1/2016,12127
64587,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,10.14,1,1.71,12.19,1,2.74,38.51,0.88,6.51,95.68,0,58.59,1519.65,10.75,144.38,212.82,1.5,20.84,131.69,0.81,11.55,3/1/2016,12127
64588,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,3.38,1,1.5,9.9,0.19,2.49,33.01,0.07,5.89,105.67,4.67,71.24,422.59,0,116.36,60.07,0,17.28,34.94,0,8.67,4/1/2016,12127
64589,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,5.12,1,1.42,9.61,0.19,2.63,31.97,0.81,6.59,114.77,6.28,68.63,1135.37,17.35,139.8,159.55,2.18,19.73,98.08,1.5,11.27,5/1/2016,12127
64590,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,6.99,1,1.36,7.67,0.19,2.28,29.64,0.12,6.1,112.54,14.15,63.67,1114.44,12.69,167.78,152.75,1.88,22.84,97.11,0.81,11.72,6/1/2016,12127
64591,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.37,0.31,1.07,6.32,0.19,2.26,24.43,0,6.67,99.06,13.92,52.91,363.82,23.8,130.67,48.35,3.3,17.24,27.95,1.26,8.12,7/1/2016,12127
64592,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2,1,1.03,5.93,0.19,1.89,28.29,0,5.75,90.94,4.75,48.41,503.05,0.47,153.91,58.74,0.07,19.59,23.77,0,8.27,8/1/2016,12127
64593,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.12,1,1.06,7.5,0.31,2.49,27.51,0,7.09,91.53,7.13,50.92,429.18,0.86,111.8,53.9,0.12,15.17,24.25,0.12,7.22,9/1/2016,12127
64594,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.24,1,1.04,8.68,0.31,2.02,61.7,0.31,5.13,91.44,8.64,59.26,436.18,0,76.4,81.63,0,12.01,20.1,0,4.27,10/1/2016,12127
64595,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,5.88,1,1.42,13.99,0.31,3.5,39.67,0.31,8.2,87.63,2.43,52.76,830.73,0,111.6,115.96,0,16.47,72.2,0,8.49,11/1/2016,12127
64596,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,3.5,1,1.22,13.33,1,3.37,65.07,1,7.94,72.88,2.19,41.77,395.24,0,72.01,55.1,0,10.62,34.17,0,5.43,12/1/2016,12127
64597,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,2.95,1,1.29,8,0.31,2.56,31.38,0.31,6.78,86.98,5.26,49.01,305.02,0,69.26,44.1,0,10.18,24.46,0,5.34,1/1/2017,12127
64598,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,4.63,1,1.54,10.25,0.31,2.69,113.61,1,8.65,94.62,2.75,57.95,517.87,0,95.41,72.37,0,13.97,44.78,0,7.4,2/1/2017,12127
64599,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,13.23,1,1.83,13,0.12,2.41,44.98,0.31,6.5,101.26,5.13,67.21,3876.79,0,168.87,543.99,0,24.67,335.24,0,13.13,3/1/2017,12127
64600,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.69,1,1.21,6.51,0,1.98,21.49,0,4.6,110.5,17.21,70.26,290.99,0,76.55,38.93,0,11.28,20.3,0,5.55,4/1/2017,12127
64601,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,3.23,1,1.39,8.19,0.19,2.34,33.3,0.12,5.66,131.19,25.14,74.46,800.29,0,156.13,102.94,0,20.96,58.14,0,10.07,5/1/2017,12127
64602,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,1.19,1,1,6.93,0.31,2.49,27.06,0.88,7.15,92.74,9.82,51.05,402.35,3.12,144.92,49.45,0.44,18.99,22.07,0.31,8.72,6/1/2017,12127
64603,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,5.9,1,1.16,8.17,0.31,2.8,38.36,0,8.16,98.57,4.99,52.27,1200.82,19.66,187.43,168,2.96,24.31,103.15,1.13,11.95,7/1/2017,12127
64604,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2,1,1.05,6.31,0.31,2.48,26.77,0.19,7.42,89.72,9.63,48.07,1041.68,0.49,161.82,117.36,0,20.43,47.91,0,9.01,8/1/2017,12127
64605,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,3.12,1,1.19,9.23,0.31,2.44,29.6,0.31,7.24,106.88,5.51,55.99,694.16,14.88,134.17,131.99,1.82,18.71,29.29,1.25,8.14,9/1/2017,12127
64606,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,3.32,1,1.1,8.31,0.19,1.93,32.78,0.31,4.82,89.62,4.83,57.26,661.28,0,110.54,73.38,0,15.94,25.07,0,5.32,10/1/2017,12127
64607,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.38,1,1.21,11.56,0.31,2.67,49.46,0.31,7.35,86.2,6.58,54.74,304.98,0.64,74.13,42.76,0.07,11.22,26.2,0,5.2,11/1/2017,12127
64608,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,2.81,1,1.31,11.69,0.31,3.23,42.47,1,8.96,76.19,0,45.07,409.25,0,73.98,57.53,0,10.64,35.29,0,6.05,12/1/2017,12127
64609,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,3.12,1,1.31,8.41,0.31,2.16,31.09,1,5.3,72.99,3.44,50.99,294.17,0,82.67,41.42,0,12.56,25.68,0,5.66,1/1/2018,12127
64610,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,4.12,1,1.29,9.81,0.31,2.24,42.64,1,6.59,79.49,0.81,51.6,509.68,8.32,99.45,71.76,1.5,14.85,42.74,0.69,7.25,2/1/2018,12127
64611,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,0,4.76,1,1.74,10.32,0,2.36,40.62,0.19,5.73,105.8,2.92,69.72,773.4,0,96.83,106.75,0,14.01,67.49,0,7.72,3/1/2018,12127
64612,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,3.25,1,1.49,7.83,0.31,2.1,25.03,0.07,5.04,115.78,25.46,72.61,448.39,1.45,118.59,62.88,0.19,17.35,38.98,0.12,8.82,4/1/2018,12127
64613,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,4.5,1,1.16,6.75,0,2.07,23.12,0.31,5.71,106.87,20.67,60.49,664.14,1.33,129.28,91.8,0.12,18.64,57.11,0.12,8.81,5/1/2018,12127
64614,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.43,1,1.1,7.31,1,2.71,29.9,0.12,7.12,125.44,20.59,59.11,434.18,0,130.56,51.73,0,16.92,30.39,0,8.59,6/1/2018,12127
64615,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2,1,1.09,7.61,0.31,2.67,29.3,0.19,8.14,115,12.48,57.22,587.36,11.23,166.94,68.41,1.34,21.16,29.55,0.76,10.18,7/1/2018,12127
64616,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,1.88,1,1.01,6.68,0.31,2.26,30.56,0.19,7.26,88.14,6.81,47.85,413.45,2.87,133.46,53.45,0.44,17.14,24.57,0.12,7.67,8/1/2018,12127
64617,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2,1,1.04,6.55,0.19,2.23,29.67,0.31,6.77,91.25,8.26,51.81,211.07,9.67,85.33,30.29,1.19,11.93,18.1,0.88,5.94,9/1/2018,12127
64618,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,2.5,1,1.09,9.05,0.31,2.01,27.66,0.19,5.27,97.95,6.45,59.12,306.11,0,75,38.13,0,11.11,16.26,0,4.74,10/1/2018,12127
64619,USA-12127,US,Volusia,12127,FL,29.050964,-81.148611,-60,3,1,1.14,9.91,0.31,2.76,32.48,0.31,7.16,86.5,5.63,54.47,410.24,0,81.3,57.61,0,12.03,35.52,0,6.2,11/1/2018,12127
